station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Archway,0,0,6,33,33,0,2,0,0,54,0,3,3,69,10,206,49,12,1,11,0,0,0,0,27,13,18,45,9,0,108,15,2,3,0,5,3,0,16,0,6,0,0,0,1,3,0,0,15,0,0,0,108,48,95,29,23,0,0,0,0,1,23,75,42,0,0,0,0,5,1,8,0,0,6,6,0,1,8,3,30,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,3,10,3,23,5,28,5,0,6,0,3,33,0,27,0,0,54,0,0,1,147,0,1,116,21,14,0,30,0,0,14,0,2,0,21,12,2,55,0,0,0,44,120,3,0,11,0,0,0,0,1,41,19,0,4,6,0,0,0,6,0,2,0,1,1,3,9,0,5,21,0,103,50,1,109,10,0,0,0,0,2,2,1,0,17,0,0,0,0,7,3,0,0,128,0,0,2,8,0,5,0,202,3,34,9,9,12,0,5,55,0,4,0,5,0,0,178,88,0,0,1,5,7,0,33,37,0,24,13,7,0,94,3,48,0,3,0,0,1,9,0,15,1,1,2,2,4,2,1,0,24,1,70,0,12,212,68,0,10,0,0,2,72,25,1,4,0,0,1,0,0,8,11,0,0,11,7,1,0,1,25,10,1,0,0,0,0,5,0,0,0,0,40,0,29,0,0,31,2,0,0,35,2,0,2,0,0,54,0,0,1,0,3,2,0,4,3,44,0,54,19,57,3,0,0,0,9,7,0,3,86,0,0,1,0,0,12,0,35,0,0,4,10,110,11,3,0,33,62,0,5,5,2,0,0,0,5,5,51,118,12,0,0,1,0,0,131,7,91,1,0,0,4,12,2,20,0,2,14,0,0,0,6,1,0,7,0,66,19,0,54,4,14,11,2,8,6,0,2,0,7,0,5644
Arnos Grove,0,0,4,19,19,0,1,0,0,25,7,0,4,36,7,116,25,11,0,6,0,0,0,0,7,8,11,23,11,0,44,9,2,57,0,0,0,0,10,0,4,0,0,0,0,2,0,0,11,0,0,0,19,33,68,24,13,0,0,0,0,0,5,38,19,0,0,0,0,3,0,5,0,0,3,4,0,5,4,2,14,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,3,7,2,13,3,0,5,0,4,0,0,18,0,15,0,0,25,0,0,0,46,26,0,58,0,9,0,42,0,0,8,0,2,0,12,5,0,20,0,0,0,22,52,2,0,7,0,0,0,0,1,25,6,0,3,4,0,0,0,5,0,2,0,1,1,3,4,0,0,12,0,87,0,0,53,6,12,0,0,0,1,1,1,0,8,0,0,0,0,4,0,0,0,11,0,0,2,0,0,3,0,85,0,16,6,5,6,0,3,24,0,4,0,5,0,0,98,52,0,0,0,3,15,0,0,16,0,13,9,0,0,51,2,11,0,0,0,0,1,6,0,11,0,0,2,1,3,0,1,0,12,11,37,1,7,83,39,3,6,0,0,0,32,13,1,3,0,0,1,0,0,5,6,0,0,6,4,1,0,0,11,7,0,0,0,0,0,3,0,0,0,0,19,0,37,0,0,18,1,0,0,18,0,0,1,0,1,28,0,0,1,0,3,2,0,3,40,23,0,28,11,31,0,0,0,0,6,4,0,0,80,0,0,1,1,0,7,0,17,0,0,3,7,44,13,0,0,19,0,0,3,21,0,0,1,0,4,4,28,56,15,0,0,0,0,0,45,4,45,0,0,0,3,9,0,12,0,0,12,14,0,0,4,0,0,4,0,32,11,0,36,3,8,8,1,52,4,0,0,0,0,0,3052
Arsenal,0,0,2,12,12,0,1,0,0,23,4,2,0,28,3,78,20,4,0,3,1,0,0,0,5,4,7,0,7,0,32,5,1,2,0,2,1,0,5,0,2,0,0,0,0,1,0,0,32,0,0,0,15,16,32,10,0,0,0,0,0,0,4,30,14,0,0,0,0,1,0,2,0,0,2,2,0,0,2,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,7,2,2,2,0,2,0,1,13,0,9,0,0,18,0,0,0,45,24,0,48,2,5,0,162,0,0,4,0,1,0,6,3,1,16,0,0,0,18,35,1,0,3,0,0,0,0,0,12,4,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,1,6,0,97,0,0,46,3,67,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,7,0,0,1,3,0,2,0,99,1,10,3,3,4,0,2,18,0,2,0,0,0,0,68,32,0,0,0,2,16,0,0,11,0,10,5,0,0,37,1,10,0,1,0,0,0,3,0,5,0,0,1,0,1,1,0,0,7,1,28,0,4,63,25,1,3,0,0,0,24,7,0,0,0,0,0,0,0,2,3,0,0,3,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,18,0,30,0,0,9,1,0,0,10,0,0,1,0,0,16,0,0,0,0,1,1,0,1,2,14,0,17,7,22,1,0,1,0,3,2,0,0,39,0,0,0,0,0,4,0,0,0,0,1,3,34,9,0,0,12,0,0,1,5,1,0,0,0,2,1,15,35,8,0,0,0,0,0,40,2,29,0,0,0,0,4,0,6,0,0,6,7,0,0,2,0,0,2,0,21,5,0,20,1,4,3,1,7,2,0,1,0,1,0,2155
Baker Street,0,0,5,28,27,0,2,0,0,58,9,2,3,0,8,189,47,8,0,10,8,0,0,1,11,11,14,48,6,0,291,14,2,2,0,4,2,0,14,0,4,0,0,0,0,1,0,0,14,0,0,0,36,40,71,21,21,0,1,0,0,1,9,86,59,0,0,0,0,4,1,7,0,0,5,5,0,1,4,2,39,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,8,2,24,5,4,3,0,5,1,1,228,0,27,0,0,70,0,0,1,114,174,0,116,4,31,0,26,0,0,14,0,1,0,22,6,3,56,0,0,0,300,202,2,0,10,0,0,0,0,1,45,8,0,4,6,0,0,2,5,0,1,0,1,1,2,4,0,2,27,0,96,3,1,137,14,12,0,0,1,1,1,1,0,24,1,0,0,0,7,3,0,10,17,0,2,2,13,0,8,0,274,3,44,16,10,19,0,8,76,0,3,0,3,0,0,156,86,0,0,1,12,6,0,33,77,0,341,10,2,1,85,2,23,0,3,0,0,1,8,0,11,1,1,2,1,4,1,1,0,34,1,65,1,11,508,268,3,9,0,0,1,123,28,1,3,0,0,1,0,0,7,14,0,1,15,7,1,0,0,180,8,1,0,0,0,0,14,0,1,0,1,46,0,21,0,0,37,3,0,0,40,1,0,2,0,1,60,1,0,1,0,3,1,0,3,2,48,0,63,64,58,3,0,2,0,7,7,0,3,61,0,0,1,1,0,30,0,41,0,0,3,8,166,8,1,0,29,4,0,5,4,1,1,1,0,3,3,53,156,9,0,0,1,0,0,137,19,106,1,0,0,3,13,2,20,0,0,10,38,0,0,6,0,0,14,0,82,20,0,43,5,14,9,2,6,10,0,1,0,2,0,7448
Balham,0,0,12,62,61,0,0,0,0,53,14,4,3,91,0,432,69,23,1,23,7,0,0,2,16,32,35,83,13,0,141,45,0,4,0,10,3,0,95,0,12,0,0,0,1,3,0,0,14,0,0,0,42,120,211,62,48,0,0,0,0,0,12,100,69,0,0,0,0,10,0,126,0,0,65,237,0,1,9,45,43,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,19,6,49,10,8,10,0,0,2,4,45,0,87,0,0,97,0,0,2,101,0,0,146,9,22,0,34,0,0,30,0,3,0,45,11,0,53,0,0,1,0,197,5,0,0,0,0,0,0,2,86,13,0,8,9,0,0,0,10,0,0,0,0,3,7,9,0,4,42,0,105,6,0,141,17,13,0,0,2,3,0,0,0,28,0,0,0,0,27,4,0,0,23,0,4,0,12,0,7,0,163,5,58,14,22,18,0,0,78,0,9,0,9,0,0,321,231,0,0,3,8,9,0,68,51,0,33,26,4,2,161,34,24,0,5,0,0,3,16,0,33,1,2,5,3,7,3,0,0,38,2,104,0,60,256,97,8,20,0,0,3,107,88,1,7,0,0,2,0,0,0,13,0,2,17,14,0,0,1,32,0,3,0,0,0,0,8,0,0,0,0,42,0,37,0,0,53,0,0,0,80,3,0,4,0,2,111,0,0,0,0,46,4,0,0,4,99,0,122,27,100,0,0,4,0,16,59,0,5,165,0,0,2,0,0,18,0,64,0,0,253,284,131,14,2,0,69,5,0,11,6,3,0,0,0,9,9,237,276,21,0,0,3,0,0,109,10,204,0,0,0,7,20,3,0,0,1,28,31,0,0,13,0,0,10,0,131,32,0,102,6,20,0,0,11,0,0,4,0,4,0,9617
Bank and Monument,5,0,10,426,360,9,3,1,0,174,18,4,5,132,27,0,464,28,1,20,7,3,1,3,22,91,110,656,15,12,224,225,4,5,11,21,4,0,49,0,22,0,0,0,1,3,0,0,27,0,0,0,67,271,425,104,1640,0,2,0,0,1,17,504,158,0,0,1,0,8,1,24,0,0,18,16,0,1,9,6,108,16,0,1,0,9,16,7,3,5,0,0,3,0,8,9,5,15,5,45,9,8,14,21,11,1,3,60,0,220,1,3,241,0,0,2,192,105,1,745,9,24,0,51,0,0,26,4,4,0,42,12,3,112,0,0,1,81,289,4,11,19,0,0,0,0,2,74,17,0,7,9,0,0,4,9,0,3,0,2,2,5,10,68,4,38,0,182,7,1,497,18,23,0,0,2,3,3,2,0,38,1,0,0,9,40,4,0,16,33,0,3,4,13,0,7,6,414,4,74,15,44,23,26,9,164,15,12,0,12,0,71,3902,2119,13,0,3,9,12,0,1251,74,0,45,60,4,2,2129,7,42,5,5,0,0,3,14,2,54,1,2,4,3,6,3,2,0,42,2,636,2,54,461,121,6,17,0,0,3,216,60,1,11,10,24,2,8,6,15,15,0,2,20,12,2,0,2,50,16,2,1,0,0,6,9,9,1,1,1,120,0,51,235,0,54,4,0,0,84,4,0,3,0,1,110,1,49,1,0,8,5,0,7,4,362,0,196,33,1205,6,0,3,12,47,28,0,4,275,10,14,1,1,0,21,0,261,0,0,10,25,319,19,2,76,842,7,0,9,8,3,2,3,0,13,7,121,320,28,0,0,3,0,0,206,12,508,2,0,0,6,19,3,38,0,1,46,34,1,10,12,1,9,12,27,263,31,0,390,6,19,19,3,13,11,0,4,0,4,18,29496
Barbican,0,0,0,15,14,0,0,0,0,9,1,0,0,8,1,120,0,1,0,1,0,0,0,0,1,3,5,13,1,0,9,5,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,5,9,16,4,11,0,0,0,0,0,1,13,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,4,0,6,0,0,7,0,0,0,15,8,0,200,1,1,0,3,0,0,1,0,0,0,2,1,0,0,0,0,0,6,10,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,12,0,0,15,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,37,0,3,1,1,1,0,0,5,0,1,0,1,0,0,134,33,0,0,0,1,1,0,14,3,0,3,3,0,0,117,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,33,0,2,19,7,0,1,0,0,0,7,2,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,3,0,0,2,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,7,2,18,0,0,0,0,2,1,0,0,13,0,0,0,0,0,1,0,7,0,0,0,1,10,1,0,0,13,0,0,0,0,0,0,0,0,1,0,5,11,1,0,0,0,0,0,13,1,15,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,1,0,8,1,0,16,0,1,1,0,1,1,0,0,0,0,0,1224
Barking,0,4,9,57,66,0,3,1,0,48,12,5,4,62,17,328,60,0,3,14,4,0,0,33,13,27,49,65,36,0,83,25,4,5,0,24,3,0,25,0,35,5,5,5,3,3,2,0,13,14,0,23,33,121,354,184,37,0,2,1,0,0,9,80,40,0,1,2,3,7,0,12,0,0,9,9,5,2,8,5,28,0,5,1,0,0,0,0,21,43,0,21,6,0,0,0,5,14,4,27,7,7,152,0,8,2,3,32,7,40,7,0,55,0,5,3,76,43,2,128,8,16,9,40,0,0,18,0,6,0,24,9,3,36,0,13,1,36,102,4,0,16,27,10,0,0,3,53,11,16,6,8,0,7,5,9,0,4,0,2,3,6,8,0,4,23,5,122,5,0,102,11,12,26,0,9,3,3,2,0,15,0,0,10,0,10,3,7,11,19,9,0,4,10,0,5,0,136,4,33,11,11,11,0,6,47,0,22,13,22,12,0,288,145,0,0,5,6,10,0,53,31,0,23,53,4,0,137,6,19,0,4,0,0,5,12,0,72,1,2,4,3,6,3,2,0,24,3,91,2,17,154,70,6,12,0,0,3,64,28,1,38,0,0,2,0,0,11,11,0,2,11,9,2,3,3,20,15,0,1,0,0,0,6,0,0,0,0,32,0,71,0,0,35,3,0,9,38,7,5,3,0,0,57,0,0,1,8,6,9,4,6,5,59,0,62,20,79,4,5,4,0,27,11,6,4,496,0,0,0,0,0,14,0,42,1,1,7,18,86,33,2,0,63,4,3,7,7,14,9,98,8,77,9,61,119,0,22,0,6,24,0,75,8,106,3,2,0,6,18,3,24,0,1,111,25,1,0,8,1,0,8,0,72,22,7,134,5,16,18,3,12,8,6,7,25,4,0,8203
Barkingside,0,0,2,10,11,0,0,0,0,9,2,0,0,12,4,58,11,9,0,3,0,0,0,0,0,5,8,12,0,0,16,5,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,6,20,53,22,0,0,0,0,0,0,0,15,8,0,0,3,0,0,0,2,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,3,0,6,1,0,4,0,0,0,1,6,0,7,0,0,10,0,0,1,15,8,15,23,2,3,0,8,0,0,4,0,10,0,5,2,0,7,0,0,2,7,20,1,0,3,0,0,0,0,13,11,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,5,0,24,0,0,19,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,26,0,6,0,2,2,0,0,9,0,6,0,9,0,0,50,26,0,0,2,0,0,0,0,6,0,5,8,0,0,24,1,4,0,1,0,0,36,3,0,10,0,0,0,0,1,0,0,0,5,0,16,0,3,29,14,0,3,0,0,0,12,5,0,3,0,0,0,0,0,2,2,0,0,2,0,0,0,3,4,3,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,7,3,0,0,0,0,11,0,0,0,0,1,4,0,0,0,11,0,12,4,14,0,0,1,0,4,2,0,0,80,0,0,0,0,0,3,0,8,0,0,0,4,16,0,0,0,11,0,0,0,0,1,0,0,0,4,2,12,23,0,0,0,4,0,0,15,2,20,0,0,0,0,4,0,5,0,0,11,0,0,0,0,0,0,0,0,14,5,0,22,0,0,0,0,3,0,0,4,0,0,0,1302
Barons Court,0,0,14,14,14,0,3,0,0,16,5,1,1,35,7,97,16,6,0,0,6,0,0,1,5,7,8,24,4,0,55,9,4,1,0,2,1,0,11,0,3,0,0,0,0,1,0,0,5,0,0,0,15,27,49,15,11,0,1,0,0,0,4,34,23,0,0,0,0,14,0,5,0,0,4,4,0,0,3,2,16,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,16,6,139,7,2,2,0,11,1,1,23,0,16,0,0,29,0,0,0,37,18,0,37,3,7,0,11,0,0,43,0,1,0,66,3,11,18,0,0,0,17,82,2,0,29,0,0,0,0,0,558,4,0,0,6,0,0,0,4,0,2,0,1,1,3,3,0,1,57,0,34,2,1,49,16,4,0,0,0,2,2,1,0,15,1,0,0,0,4,0,0,0,8,0,0,5,4,0,3,0,55,1,39,18,5,0,0,13,28,0,2,0,2,0,0,73,51,0,0,1,4,3,0,17,23,0,14,6,1,0,36,2,9,0,2,0,0,1,10,2,8,0,0,4,1,2,0,0,0,41,1,24,2,7,100,59,6,24,0,0,2,42,20,0,2,0,0,1,0,0,17,6,0,1,0,45,1,0,0,12,15,1,0,0,0,0,6,0,1,0,1,15,0,11,0,0,0,10,0,0,47,1,0,4,0,1,110,0,0,0,0,0,1,0,6,1,26,0,44,10,27,15,0,1,0,4,6,0,0,39,0,0,1,1,0,6,0,19,0,0,3,7,47,4,1,0,16,2,0,19,2,1,1,1,0,2,4,40,104,5,0,0,1,0,0,41,6,54,1,0,0,0,6,2,87,0,0,7,11,0,0,129,0,0,10,0,45,0,0,23,2,14,14,3,3,22,0,1,0,1,0,4055
Bayswater,0,0,2,6,6,0,1,0,0,9,0,0,1,32,2,41,8,2,0,7,0,0,0,0,0,3,3,10,0,0,37,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,19,6,5,0,0,0,0,0,0,16,10,0,0,0,0,2,0,2,0,0,1,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,22,0,0,1,0,3,0,0,26,0,6,0,0,12,0,0,0,19,14,0,20,0,5,0,5,0,0,10,0,0,0,21,1,0,0,0,0,0,14,33,0,0,5,0,0,0,0,0,24,0,0,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,37,0,18,0,0,23,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1,1,2,0,3,0,33,1,13,6,2,12,0,3,12,0,1,0,0,0,0,31,19,0,0,0,4,1,0,7,18,0,14,2,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,98,0,12,0,3,56,90,1,6,0,0,0,18,7,0,0,0,0,0,0,0,4,5,0,0,21,4,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,40,1,0,0,16,0,0,1,0,0,36,0,0,0,0,0,0,0,2,1,10,0,15,7,12,2,0,0,0,2,2,0,1,16,0,0,0,0,0,4,0,8,0,0,1,2,24,2,0,0,7,0,0,2,1,0,0,0,0,0,1,14,35,2,0,0,0,0,0,21,6,20,0,0,0,1,3,0,16,0,0,3,6,0,0,5,0,0,5,0,16,16,0,10,1,7,4,1,1,0,0,0,0,0,0,1566
Beckton,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,17,9,46,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,179,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,4,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1179
Beckton Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,292
