station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Theydon Bois,0,0,0,6,6,0,0,0,0,6,0,0,0,8,0,35,7,5,0,0,0,0,0,0,0,3,4,7,0,0,11,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,18,12,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,3,0,4,1,0,2,0,0,0,0,4,0,5,0,0,7,0,0,5,10,5,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5,13,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,2,0,0,6,0,2,0,3,0,0,30,16,0,0,3,0,0,0,0,4,0,0,4,0,0,14,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,4,0,10,0,0,20,10,0,0,0,0,0,8,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,1,0,0,0,0,8,0,0,0,0,0,2,0,0,0,7,0,8,3,9,0,0,0,0,2,0,0,0,37,0,0,0,0,0,0,0,5,0,0,0,3,11,0,0,0,6,0,0,0,0,0,0,0,0,2,0,8,16,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,9,4,0,12,0,0,0,0,0,0,0,2,0,0,0,677
Tooting Bec,0,0,10,43,43,0,4,0,0,40,12,4,0,67,222,288,49,21,0,17,0,0,0,2,13,22,26,58,11,0,97,28,5,4,0,8,3,0,52,0,9,0,0,0,0,3,0,0,11,0,0,0,32,86,97,51,32,0,2,0,0,0,9,71,46,0,0,0,0,8,0,46,0,0,27,55,0,1,8,33,30,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,5,17,5,36,8,7,9,0,0,2,3,34,0,52,0,0,63,0,0,2,73,0,1,104,8,17,0,28,0,0,23,0,3,0,32,9,0,37,0,0,0,0,129,5,0,20,0,0,0,0,2,67,11,0,7,8,0,0,5,10,0,0,0,3,3,7,8,0,4,30,0,83,5,0,99,13,10,0,0,0,3,4,2,0,19,0,0,0,0,15,3,0,0,18,0,0,5,10,0,6,0,120,4,40,11,14,13,0,0,53,0,7,0,8,0,0,222,149,0,0,0,6,7,0,47,36,0,24,20,4,0,111,25,18,0,4,0,0,3,14,0,27,0,2,5,3,7,3,0,0,29,0,74,0,32,175,75,7,16,0,0,3,73,51,1,6,0,0,2,0,0,14,11,0,2,13,11,2,0,1,22,18,0,0,0,0,0,6,0,0,0,0,30,0,33,0,0,41,0,0,0,52,3,0,4,0,0,77,0,0,0,0,33,4,0,0,4,64,0,79,21,69,5,0,4,0,12,27,0,4,137,0,0,2,1,0,14,0,43,0,0,0,232,91,13,2,0,48,4,0,9,5,0,0,3,0,8,10,128,171,19,0,0,3,0,0,78,8,128,0,0,0,6,19,0,31,0,1,23,25,0,0,10,0,0,8,0,86,26,0,75,5,17,0,0,9,0,0,3,0,4,0,6730
Tooting Broadway,0,0,16,63,62,0,6,1,0,58,17,6,4,97,180,411,71,32,2,25,7,0,0,4,19,32,38,83,17,0,140,40,7,6,0,12,4,0,71,0,14,0,0,0,2,5,0,0,16,0,0,0,46,125,142,76,46,0,4,0,0,0,13,103,65,1,0,0,0,12,0,56,0,0,34,60,0,2,12,87,42,0,0,2,0,0,0,0,4,7,0,0,5,0,0,0,7,26,8,52,12,10,14,0,0,3,5,50,0,73,2,0,89,0,0,3,106,0,2,151,12,25,0,41,0,0,33,0,5,0,45,14,5,54,0,0,0,51,184,7,0,29,0,0,0,0,3,98,16,0,10,12,0,0,8,15,0,7,0,4,5,10,12,0,6,44,0,122,8,2,142,19,15,0,0,3,5,6,3,0,27,0,0,0,0,21,5,0,0,27,0,5,7,15,0,8,0,175,7,58,17,20,19,0,10,75,0,11,0,13,0,0,318,210,0,0,4,9,11,0,67,52,0,36,29,5,0,159,49,26,0,6,0,0,4,20,0,39,2,3,7,5,10,5,3,0,42,3,107,4,43,251,109,11,23,0,0,4,104,70,2,9,0,0,3,0,0,0,17,0,3,18,16,3,0,2,32,27,4,0,0,0,0,9,0,2,1,3,44,0,48,0,0,61,5,0,0,75,4,0,6,0,3,110,0,0,2,0,72,6,0,0,6,91,0,112,31,99,8,0,6,0,18,36,0,6,202,0,0,2,0,0,21,0,61,0,1,134,0,130,19,3,0,68,6,0,13,8,6,0,4,0,12,14,174,241,28,0,0,4,0,0,113,12,181,0,0,0,9,28,5,45,0,1,34,37,0,0,14,2,0,12,0,122,38,0,108,7,26,0,0,14,0,0,5,0,6,0,9545
Tottenham Court Road,0,0,1,8,8,0,0,0,0,11,3,1,1,23,2,68,10,3,0,3,1,0,0,0,3,3,4,16,2,0,51,5,1,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,10,12,14,7,7,0,0,0,0,0,2,42,29,0,0,0,0,1,0,2,0,0,1,1,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,1,1,1,0,1,0,0,9,0,9,0,0,30,0,0,0,37,0,0,23,1,4,0,6,0,0,3,0,0,0,6,2,0,42,0,0,0,10,52,1,0,3,0,0,0,0,0,10,2,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,5,0,20,1,0,90,3,2,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,2,5,0,0,1,2,0,1,0,47,1,11,2,3,4,0,1,58,0,1,0,1,0,0,46,28,0,0,0,1,1,0,11,14,0,7,3,1,0,23,1,7,0,1,0,0,0,2,0,4,0,0,1,0,1,0,0,0,6,0,14,0,3,140,18,1,2,0,0,0,52,7,0,1,0,0,0,0,0,2,2,0,0,3,2,0,0,0,10,2,0,0,0,0,0,1,0,0,0,0,17,0,5,0,0,8,1,0,0,10,0,0,0,0,0,15,0,0,0,0,1,0,0,1,1,16,0,21,5,23,1,0,0,0,2,2,0,1,18,0,0,0,0,0,3,0,15,0,0,1,2,0,2,0,0,10,1,0,1,1,0,0,0,0,1,1,14,39,2,0,0,0,0,0,52,2,39,0,0,0,1,3,0,5,0,0,3,5,0,0,2,0,0,2,0,28,4,0,13,1,3,3,0,2,0,0,0,0,1,0,1759
Tottenham Hale,0,0,12,58,58,0,4,0,0,68,18,9,10,97,20,338,67,51,0,18,0,0,0,5,20,23,52,68,171,0,120,26,5,11,0,14,4,0,27,0,0,0,0,0,0,5,0,0,30,0,0,0,51,94,116,78,38,0,4,0,0,0,14,102,52,0,0,0,0,9,0,13,0,0,10,10,0,3,12,6,38,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,8,20,6,37,10,10,17,0,11,2,5,49,0,42,3,0,68,0,0,0,122,68,0,154,12,26,0,116,0,0,24,0,0,0,32,14,4,53,0,0,0,58,140,6,0,22,0,0,0,0,0,71,17,0,9,11,0,0,7,14,0,5,0,3,4,8,12,0,6,32,0,230,8,0,142,16,31,0,0,4,4,4,2,0,21,0,0,0,0,11,5,0,15,29,0,5,5,16,0,8,0,224,7,45,16,13,16,0,9,64,0,0,0,0,0,0,298,151,0,0,0,9,27,0,55,44,0,35,36,5,0,143,7,30,0,6,0,0,0,17,0,35,2,3,5,4,10,5,3,0,34,5,100,3,19,223,107,8,17,0,0,4,87,35,2,0,0,0,3,0,0,15,17,0,3,16,12,3,0,0,29,21,4,0,0,0,0,9,0,0,1,3,49,0,529,0,0,49,4,0,0,48,0,0,4,0,3,77,2,0,2,0,8,0,0,8,9,62,0,76,30,84,6,0,5,0,20,12,0,6,233,0,0,2,2,0,20,0,47,0,0,8,21,118,0,2,0,58,7,0,10,16,7,0,6,0,13,13,77,152,139,0,0,0,0,0,119,11,121,0,0,0,8,28,4,32,0,1,39,41,1,0,10,0,0,12,0,88,31,0,101,8,25,24,4,26,12,0,0,0,5,0,8867
Totteridge & Whetstone,0,0,4,16,16,0,0,0,0,19,11,0,0,28,7,94,19,9,0,6,0,0,0,1,8,7,10,21,6,0,39,8,2,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,19,28,35,20,11,0,0,0,0,0,5,29,16,0,0,0,0,3,0,5,0,0,3,4,0,0,5,2,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,7,0,13,4,10,4,0,0,0,0,15,0,13,1,0,21,0,0,0,37,0,0,44,22,0,0,14,0,0,8,0,1,0,11,5,1,17,0,0,0,16,45,2,0,8,0,0,0,0,1,25,7,0,3,4,0,0,0,5,0,0,0,0,0,3,0,0,18,11,0,42,6,0,40,5,5,0,0,0,1,2,0,0,7,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,60,0,15,5,4,5,0,3,20,0,3,0,0,0,0,79,43,0,0,0,0,0,0,16,14,0,10,8,7,0,40,3,10,0,0,0,0,1,6,0,10,1,0,2,0,0,0,0,0,12,0,29,1,6,71,32,0,0,0,0,0,27,12,0,3,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,17,0,0,17,0,0,0,16,0,0,2,0,0,26,0,0,0,0,3,0,0,0,0,20,0,24,9,25,0,0,0,0,5,4,0,0,56,0,0,0,0,0,6,0,15,0,0,3,7,37,7,0,0,16,3,0,3,0,0,0,0,0,3,5,26,50,9,0,0,0,0,0,37,3,39,0,0,0,0,9,0,11,0,3,9,0,0,0,4,0,0,0,0,28,11,0,28,0,0,9,0,0,4,0,0,0,24,0,2298
Tower Gateway,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,7,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,7,0,0,0,0,28,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,104,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,857
Tower Hill,0,0,6,279,210,0,2,0,0,54,9,3,2,55,13,1224,96,18,1,10,3,0,0,2,10,28,38,121,9,0,84,45,2,3,0,11,2,0,21,0,12,0,0,0,1,2,0,0,11,0,0,0,28,97,103,48,105,0,1,0,0,1,7,122,49,0,0,1,0,5,1,10,0,0,8,7,0,1,5,3,34,0,0,1,0,0,0,0,2,3,0,0,2,0,0,0,3,10,3,22,5,5,8,0,6,1,2,26,0,57,1,0,71,0,0,1,72,40,1,180,5,12,0,24,0,0,13,0,2,0,20,6,2,39,0,0,0,32,106,3,0,11,0,0,0,0,1,39,8,0,4,5,0,0,3,6,0,2,0,1,2,4,5,0,2,18,0,78,4,1,138,9,10,0,0,1,2,2,1,0,15,1,0,0,0,12,2,0,8,15,0,0,2,7,0,4,0,141,3,30,8,14,10,0,4,54,0,7,0,7,0,0,679,310,0,0,2,5,6,0,131,30,0,19,31,2,0,282,4,17,0,3,0,0,2,8,1,25,1,1,2,2,4,2,1,0,20,1,139,1,19,164,56,4,9,0,0,2,72,25,1,6,0,0,1,0,0,8,8,0,1,9,6,1,0,1,19,10,2,0,0,0,0,4,0,1,1,1,38,0,27,0,0,27,2,0,0,35,2,0,2,0,1,49,1,0,1,0,4,3,0,4,3,89,0,68,16,171,3,0,2,0,24,11,0,2,152,0,0,1,1,0,10,0,64,0,0,5,13,102,10,1,0,0,3,0,5,4,2,1,2,0,8,5,53,120,15,0,0,2,0,0,76,6,142,2,0,0,4,11,2,19,0,0,25,17,0,0,6,1,0,6,0,85,16,0,199,3,11,12,2,7,6,0,3,0,2,0,8499
Tufnell Park,0,0,3,17,17,0,0,0,0,25,42,2,0,34,6,103,24,7,0,6,0,0,0,0,12,7,10,23,5,0,51,8,0,2,0,3,2,0,9,0,3,0,0,0,0,2,0,0,7,0,0,0,50,26,31,17,11,0,0,0,0,0,11,36,20,0,0,0,0,0,0,4,0,0,3,3,0,0,4,2,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0,12,3,7,3,0,3,0,2,16,0,14,0,0,26,0,0,0,67,0,0,56,7,8,0,15,0,0,8,0,1,0,11,6,1,25,0,0,0,21,58,2,0,6,0,0,0,0,1,22,9,0,2,3,0,0,0,4,0,0,0,1,1,2,5,0,2,11,0,50,9,0,52,5,6,0,0,0,1,1,0,0,8,0,0,0,0,4,0,0,0,73,0,0,0,4,0,0,0,94,2,17,5,5,6,0,3,26,0,3,0,3,0,0,89,45,0,0,0,3,4,0,17,18,0,12,7,3,0,46,2,22,0,2,0,0,0,5,0,8,0,0,1,1,2,1,0,0,12,0,34,1,6,100,35,2,5,0,0,0,35,13,0,2,0,0,0,0,0,5,6,0,0,6,4,1,0,0,0,6,1,0,0,0,0,3,0,0,0,0,19,0,15,0,0,16,1,0,0,17,0,0,1,0,0,27,0,0,0,0,2,1,0,2,2,22,0,27,10,28,2,0,0,0,5,4,0,0,48,0,0,0,0,0,6,0,17,0,0,2,6,52,6,1,0,17,0,0,3,3,1,0,0,0,3,3,27,58,7,0,0,0,0,0,60,4,45,0,0,0,2,7,1,0,0,1,8,0,0,0,3,0,0,4,0,33,10,0,28,2,0,7,0,4,3,0,1,0,3,0,2741
Turkey Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,14,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,9,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,162,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,801
Turnham Green,0,0,34,17,17,0,5,0,0,19,6,2,1,40,9,112,20,9,0,33,4,0,0,1,7,9,10,26,6,0,52,10,7,2,0,3,0,0,13,0,4,0,0,0,1,2,0,0,6,0,0,0,16,34,40,22,13,0,1,0,0,0,5,36,22,0,0,0,0,54,0,6,0,0,5,5,0,1,4,2,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,32,13,43,0,3,4,0,9,2,2,25,0,17,1,0,28,0,0,0,38,22,0,44,4,11,0,14,0,0,23,0,1,0,30,5,0,19,0,0,0,21,69,4,0,86,0,0,0,0,0,179,6,0,0,0,0,0,4,8,0,4,0,2,3,6,4,0,2,29,0,42,3,1,50,0,5,0,0,1,4,5,2,0,12,1,0,0,0,5,0,0,0,9,0,3,11,7,0,4,0,61,3,28,16,6,0,0,11,27,0,3,0,4,0,0,87,56,0,0,0,5,4,0,20,21,0,16,8,2,0,43,3,9,0,3,0,0,1,14,5,11,0,0,9,2,0,2,0,0,26,1,30,4,8,93,61,12,15,0,0,2,38,19,0,3,0,0,0,0,0,13,9,0,1,0,48,2,0,0,12,31,2,0,0,0,0,6,0,1,1,2,15,0,16,0,0,0,6,0,0,33,0,0,8,0,2,62,0,0,1,0,0,0,0,6,2,27,0,39,12,30,48,0,2,0,5,6,0,4,58,0,0,2,2,0,9,0,19,0,0,4,9,46,6,1,0,19,2,0,0,3,2,0,0,0,4,8,40,85,8,0,0,1,0,0,41,0,53,0,0,0,6,12,4,35,0,0,10,18,1,0,15,0,0,10,0,41,0,0,30,3,0,16,3,5,15,0,0,0,2,0,3647
Turnpike Lane,0,0,9,42,42,0,3,0,0,56,15,19,9,79,15,254,55,24,0,14,5,0,0,0,16,18,25,51,24,0,97,20,4,28,0,8,3,0,21,0,10,0,0,0,1,4,0,0,26,0,0,0,42,72,88,53,28,0,3,0,0,0,12,83,42,0,0,0,0,7,0,11,0,0,7,8,0,4,9,4,31,0,0,1,0,0,0,0,3,5,0,0,4,0,0,0,6,16,4,29,8,8,10,0,9,2,4,40,0,32,0,0,55,0,0,2,101,57,1,126,10,19,0,110,0,0,19,0,3,0,25,11,3,44,0,0,0,47,113,5,0,17,0,0,0,0,2,56,13,0,7,9,0,0,5,11,0,4,0,2,3,6,10,0,4,25,0,201,6,1,117,12,28,0,0,0,3,3,2,0,17,1,0,0,0,9,4,0,12,23,0,0,4,12,0,6,0,188,5,36,13,10,13,0,7,52,0,9,0,10,0,0,215,113,0,0,3,7,44,0,41,36,0,29,21,0,0,110,6,24,0,5,0,0,3,13,2,25,1,2,4,3,7,4,2,0,27,6,81,2,15,181,86,6,13,0,0,3,71,28,2,7,0,0,3,0,0,12,13,0,2,12,9,2,0,2,23,16,3,0,0,0,0,7,0,0,0,2,41,0,82,0,0,39,3,0,0,38,0,0,3,0,2,61,0,0,1,0,6,4,0,6,14,49,0,61,24,68,5,0,4,0,13,10,0,4,174,0,0,1,1,0,16,0,38,0,0,6,16,96,30,0,0,42,5,0,7,0,0,0,0,0,9,10,61,122,33,0,0,3,0,0,98,9,98,3,0,0,6,21,3,25,0,0,26,30,0,0,8,0,0,9,0,71,25,0,78,6,19,19,3,143,9,0,4,0,0,0,6686
Upminster,0,0,1,0,6,0,0,0,0,5,2,0,0,8,2,32,6,10,0,2,1,0,0,2,2,3,4,7,0,0,10,3,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,4,12,17,12,4,0,0,0,0,0,1,9,5,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,2,1,4,0,0,3,0,1,0,0,4,0,4,2,0,6,1,0,0,9,5,0,13,1,0,0,4,0,0,3,0,1,0,3,1,0,4,0,0,0,4,12,1,0,3,0,0,0,0,0,8,2,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,3,0,0,1,0,11,2,1,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,15,0,4,2,1,1,0,0,5,0,2,0,2,0,0,27,15,0,0,1,0,0,0,5,4,0,3,4,0,0,13,1,2,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,3,0,9,0,2,18,9,1,2,0,0,0,7,4,0,2,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,3,0,0,8,0,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,5,1,0,1,0,0,7,0,0,0,0,0,1,0,1,0,6,0,7,0,8,1,0,0,0,2,0,0,0,32,0,0,0,0,0,2,0,5,0,0,0,3,10,0,0,0,6,0,0,0,0,0,10,1,0,3,2,8,14,0,0,0,1,0,0,9,0,12,0,0,0,1,0,0,3,0,0,6,0,0,0,1,0,0,1,0,8,3,0,11,0,0,3,0,2,1,0,1,0,0,0,730
