station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Eastcote,0,0,11,15,15,0,7,1,0,18,6,0,0,33,0,93,19,10,0,10,0,0,0,0,0,0,10,21,7,0,40,0,4,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,14,30,37,21,11,0,3,0,0,2,0,29,16,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,19,6,17,0,0,4,0,6,0,0,17,0,14,0,0,21,0,0,0,0,19,0,42,0,13,0,14,0,0,11,0,0,0,14,0,0,0,0,0,0,18,46,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,36,0,4,0,2,3,6,0,0,0,14,0,43,3,6,39,0,5,0,0,0,3,3,2,0,7,7,0,0,0,4,0,0,0,8,0,0,4,9,0,0,0,55,7,16,7,4,0,0,4,19,0,4,0,0,0,0,77,44,0,0,0,0,4,0,16,15,0,12,8,0,0,39,3,8,0,5,0,0,0,0,3,11,3,0,4,0,18,7,4,0,14,0,28,3,0,70,38,10,8,0,0,0,27,12,4,0,0,0,5,0,0,7,0,0,3,6,8,17,0,0,0,14,4,0,0,0,0,3,0,12,0,25,13,0,18,0,0,0,2,0,0,18,0,0,4,0,9,31,0,0,0,0,0,0,0,4,0,20,0,25,13,25,4,0,5,0,0,4,0,0,62,0,0,5,3,0,10,0,15,0,0,3,8,36,7,0,0,16,0,0,7,3,0,0,0,0,0,32,27,52,11,0,0,0,0,0,33,4,39,4,0,0,0,32,0,15,0,0,10,20,4,0,5,0,0,5,0,28,0,0,28,5,12,12,2,5,6,0,0,0,0,0,2531
Edgware,0,0,6,23,23,0,0,0,0,28,10,0,2,41,10,139,29,14,0,10,0,0,0,0,15,10,15,30,9,0,57,11,0,3,0,5,7,0,14,0,6,0,0,0,0,32,0,0,8,0,0,0,28,42,53,30,16,0,0,0,0,0,9,43,24,0,0,0,0,0,0,7,0,0,5,5,0,0,46,3,17,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,11,0,19,5,6,6,0,6,0,0,22,0,20,0,0,31,0,0,0,54,0,0,65,7,0,0,21,0,0,12,0,2,0,16,18,0,24,0,0,0,24,67,3,0,12,0,0,0,0,1,37,15,0,5,0,0,0,0,0,0,3,0,0,2,5,26,0,3,16,0,62,5,0,59,8,8,0,0,0,2,2,1,0,10,0,0,0,0,5,0,0,0,16,0,0,3,0,0,0,0,87,0,22,8,6,8,0,4,29,0,5,0,5,0,0,117,64,0,0,0,0,6,0,23,21,0,15,12,0,0,59,4,15,0,0,0,0,2,9,0,15,0,0,0,2,0,0,0,0,17,2,43,0,9,104,48,0,9,0,0,0,40,18,0,4,0,0,0,0,0,8,0,0,0,8,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,0,25,0,0,25,0,0,0,24,0,0,2,0,0,38,0,0,0,0,4,3,0,4,3,29,0,36,0,37,3,0,0,0,7,6,0,0,84,0,0,0,0,0,0,0,22,0,0,4,11,54,10,1,0,24,4,0,5,4,0,0,0,0,5,0,39,74,13,0,0,0,0,0,54,0,57,0,0,0,0,0,0,17,0,0,14,0,0,0,5,0,0,6,0,41,16,0,41,0,0,13,2,7,6,0,0,0,3,0,3402
Edgware Road,0,0,4,13,13,0,1,0,0,21,4,1,1,125,5,83,19,5,0,7,5,0,0,1,5,6,7,20,4,0,68,7,1,1,0,2,1,0,7,0,2,0,0,0,0,1,0,0,6,0,0,0,14,21,24,13,9,0,1,0,0,0,4,32,20,0,0,0,0,3,0,4,0,0,3,3,0,0,2,1,13,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,6,2,15,3,2,2,0,3,1,1,0,0,12,0,0,25,0,0,0,38,36,0,44,3,11,0,12,0,0,9,0,1,0,13,3,2,19,0,0,0,41,62,2,0,7,0,0,0,0,0,28,4,0,2,4,0,0,2,3,0,1,0,1,1,2,3,0,1,16,0,39,2,0,47,8,5,0,0,0,1,1,1,0,8,0,0,0,0,3,2,0,6,7,0,1,1,5,0,5,0,79,2,17,10,4,0,0,5,25,0,2,0,2,0,0,69,39,0,0,1,7,3,0,14,22,0,76,5,1,1,36,2,9,0,2,0,0,1,5,1,6,0,1,1,1,2,1,1,0,20,1,27,1,5,120,199,2,6,0,0,1,37,12,0,2,0,0,1,0,0,5,8,0,1,8,4,1,0,0,24,6,1,0,0,0,0,9,0,0,0,1,15,0,12,0,0,23,2,0,0,16,1,0,1,0,1,27,1,0,0,0,2,1,0,2,1,20,0,25,17,24,2,0,1,0,3,3,0,2,36,0,0,0,0,0,10,0,16,0,0,2,5,49,4,0,0,13,2,0,3,2,1,1,1,0,2,3,24,57,5,0,0,1,0,0,43,11,41,1,0,0,2,7,1,12,0,0,6,14,0,0,4,0,0,8,0,31,13,0,21,2,9,6,1,3,6,0,1,0,1,0,2841
Edmonton Green,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,23,0,0,24,0,0,28,11,47,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,33,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,30,0,20,17,0,0,0,0,31,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,364,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,132,0,0,9,0,0,0,0,0,0,0,0,0,0,38,0,0,0,6,0,0,0,0,15,0,0,0,0,16,0,297,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,43,0,0,0,49,0,0,0,0,0,0,0,0,0,53,0,0,32,0,0,0,0,10,0,5,0,0,2076
Elephant & Castle,0,0,8,74,71,0,3,1,0,55,12,3,3,80,24,680,83,19,1,16,5,0,0,2,13,39,35,101,10,0,126,141,3,4,0,9,3,0,44,0,10,0,0,0,1,3,0,0,12,0,0,0,37,132,116,54,69,0,2,0,0,1,10,112,90,1,0,1,0,7,2,21,0,0,17,14,0,1,7,5,49,0,0,1,0,0,0,0,2,4,0,0,3,0,0,0,4,13,4,34,7,6,9,0,9,1,3,38,0,0,1,0,136,0,0,1,94,45,1,165,7,17,0,28,0,0,20,0,3,0,31,8,3,55,0,0,0,39,184,4,0,16,0,0,0,0,1,58,11,0,6,7,0,0,4,8,0,3,0,2,2,5,7,0,3,29,0,90,5,1,150,12,11,0,0,2,2,3,1,0,25,1,0,0,0,63,3,0,13,20,0,3,4,10,0,5,0,153,4,49,11,59,14,0,6,94,0,7,0,8,0,0,423,506,0,0,2,6,7,0,94,44,0,28,24,3,1,214,7,22,0,4,0,0,2,11,2,29,1,2,4,2,5,3,2,0,28,2,123,2,60,250,79,5,14,0,0,2,127,43,1,6,0,0,2,0,0,12,10,0,2,13,10,2,0,1,29,14,2,1,0,0,0,6,0,1,1,1,42,0,31,0,0,38,3,0,0,60,3,0,3,0,1,80,1,0,1,0,7,3,0,6,3,143,0,134,22,132,5,0,3,0,16,26,0,3,143,0,0,1,1,0,14,0,76,0,0,9,22,146,12,1,0,91,4,0,7,5,3,0,2,0,8,7,108,221,18,0,0,2,0,0,106,8,364,2,0,0,5,15,2,29,0,1,24,24,1,0,9,1,0,8,0,181,23,0,108,5,14,0,3,8,8,0,3,0,3,0,9332
Elm Park,0,0,0,0,22,0,0,0,0,19,0,2,0,28,9,120,23,44,0,7,0,0,0,8,6,10,15,25,0,0,36,10,0,0,0,6,0,0,11,0,8,0,0,0,1,0,0,0,6,0,0,0,14,43,64,45,14,0,0,0,0,0,0,32,17,0,0,0,0,4,0,6,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,0,22,22,0,0,3,0,0,0,0,8,2,13,0,0,14,0,5,0,0,15,0,16,0,0,22,0,0,2,32,18,0,49,0,8,0,16,0,0,9,0,3,0,11,0,0,15,0,0,0,16,44,0,0,9,0,0,0,0,0,27,5,0,3,0,0,0,0,6,0,2,0,0,2,4,4,0,2,11,0,0,0,0,41,5,5,0,0,23,2,2,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,5,0,0,0,56,0,15,5,5,5,0,0,20,0,7,0,7,0,0,102,55,0,0,2,0,4,0,20,14,0,10,14,0,0,50,3,8,0,2,0,0,0,7,0,21,0,0,0,2,4,0,0,0,12,0,34,0,7,66,33,0,6,0,0,0,27,13,0,7,0,0,0,0,0,6,0,0,0,5,5,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,13,0,25,0,0,18,0,0,0,17,3,0,0,0,0,27,0,0,0,0,3,3,0,3,0,23,0,26,9,30,0,0,0,0,8,5,0,0,122,0,0,0,0,0,7,0,17,0,0,0,9,36,11,1,0,22,0,0,4,0,20,17,7,0,10,6,28,52,16,0,0,2,0,0,32,0,43,0,0,0,0,10,0,12,0,0,23,12,0,0,4,0,0,4,0,30,12,0,42,3,0,10,0,6,4,0,3,0,0,0,2739
Elverson Road,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,41,5,0,0,0,0,0,0,60,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151
Embankment,0,0,3,21,20,0,1,0,0,20,5,1,1,39,6,179,23,6,0,6,2,0,0,1,6,10,10,65,4,0,73,14,1,1,0,3,1,0,11,0,3,0,0,0,0,1,0,0,5,0,0,0,17,34,33,16,23,0,1,0,0,0,4,59,177,0,0,0,0,2,1,5,0,0,4,4,0,0,3,2,41,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,5,1,14,3,2,3,0,3,0,1,17,0,30,0,0,0,0,0,0,49,21,0,47,3,7,0,11,0,0,8,0,1,0,13,3,1,34,0,0,0,18,121,1,0,6,0,0,0,0,0,22,4,0,2,2,0,0,1,3,0,1,0,1,1,2,3,0,1,11,0,38,2,0,100,5,5,0,0,0,1,1,1,0,14,0,0,0,0,8,1,0,5,8,0,1,1,4,0,2,0,78,1,25,4,15,7,0,2,99,0,2,0,2,0,0,117,93,0,0,1,3,3,0,37,23,0,13,7,1,1,59,2,11,0,1,0,0,1,4,1,8,0,1,1,1,2,1,1,0,12,1,35,1,11,163,35,2,5,0,0,1,124,19,0,2,0,0,1,0,0,4,4,0,1,6,4,1,0,0,16,5,1,0,0,0,0,3,0,0,0,0,24,0,11,0,0,15,1,0,0,27,1,0,1,0,0,34,0,0,0,0,2,1,0,2,1,68,0,88,9,38,2,0,1,0,5,6,0,1,44,0,0,0,0,0,6,0,82,0,0,2,6,111,4,0,0,25,2,0,3,2,1,1,1,0,2,2,36,119,5,0,0,1,0,0,60,3,218,1,0,0,2,6,1,11,0,0,7,10,0,0,4,0,0,3,0,161,9,0,32,2,5,6,1,3,3,0,1,0,1,0,4075
Emerson Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
Enfield Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,37,0,0,27,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,33,0,18,17,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,363,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,14,0,303,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,45,0,0,0,51,0,0,0,0,0,0,0,0,0,30,0,0,34,0,0,0,0,10,0,5,0,0,1802
Epping,0,0,6,22,23,0,0,0,0,21,7,0,2,31,10,127,24,20,2,8,0,0,0,2,7,10,16,27,0,0,40,11,0,0,0,6,2,0,13,0,8,0,0,0,4,0,0,0,6,0,0,0,16,45,64,42,0,0,0,0,0,0,5,34,18,0,0,2,0,0,0,6,0,0,4,5,0,0,5,0,13,0,0,0,0,0,0,0,3,4,0,0,16,0,0,0,0,10,0,15,4,4,8,0,5,0,0,17,0,17,1,0,24,0,0,0,35,20,2,52,5,0,0,18,0,0,10,0,4,0,13,0,0,17,0,0,1,17,49,3,0,10,0,0,0,0,3,31,6,0,4,0,0,0,0,7,0,0,0,0,2,5,5,0,0,13,0,54,3,0,45,6,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,2,6,0,3,0,61,0,16,6,5,6,0,4,21,0,9,0,11,0,0,108,59,0,0,10,0,5,0,0,15,0,12,14,0,0,53,0,9,0,0,0,0,4,8,0,20,0,0,0,0,0,0,0,0,13,0,37,0,8,73,37,0,7,0,0,2,30,14,0,5,0,0,0,0,0,7,6,0,0,6,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,14,0,23,0,0,20,0,0,0,19,5,0,0,0,0,30,0,0,0,0,4,7,0,0,3,25,0,29,11,32,0,0,0,0,8,6,0,0,129,0,0,0,0,0,7,0,18,0,6,4,10,39,0,0,0,23,0,0,0,4,4,0,2,0,7,7,31,57,0,0,0,3,0,0,36,0,47,0,0,0,4,12,2,13,0,0,20,14,0,0,4,0,0,0,0,33,13,0,44,0,10,12,0,7,0,0,7,0,0,0,2905
Euston,0,7,14,92,89,0,5,1,0,209,39,7,9,217,25,581,155,29,2,27,11,0,0,3,50,32,48,127,22,0,399,40,6,8,0,13,6,0,39,0,15,0,0,0,2,6,0,2,48,0,0,0,246,120,139,72,63,0,3,2,0,0,46,244,143,0,0,1,0,12,0,19,0,0,14,14,0,2,16,7,102,0,0,0,0,0,0,0,4,6,0,0,4,0,0,0,8,24,7,60,14,15,13,0,15,2,6,94,0,74,2,0,173,0,0,2,0,223,1,394,17,37,0,84,0,0,36,0,4,0,57,23,5,308,0,0,1,154,409,7,0,27,0,0,0,0,2,102,35,0,10,16,0,0,8,14,1,5,2,3,4,8,17,0,6,55,0,318,14,0,390,27,39,0,0,2,4,5,2,0,52,0,0,19,0,19,8,13,23,85,0,5,6,20,7,13,0,1322,7,100,23,26,36,0,13,201,0,11,0,12,0,0,512,237,0,0,4,14,20,0,89,123,0,72,34,7,0,279,8,222,0,7,0,0,3,22,3,37,0,3,6,4,10,5,0,0,64,4,215,3,31,910,187,9,24,0,0,4,248,68,2,9,0,0,4,0,0,21,30,0,3,31,17,3,0,2,84,24,0,1,0,0,0,14,0,0,1,0,171,0,72,0,0,80,5,0,0,95,4,8,5,8,2,146,3,0,2,0,9,5,0,10,7,125,0,156,51,167,8,0,5,0,22,19,0,7,213,0,0,2,2,0,32,0,103,0,1,10,25,470,27,3,0,89,17,0,13,12,4,3,3,0,12,12,136,350,31,0,0,3,0,0,1194,18,270,0,4,5,10,29,5,51,0,1,35,51,0,0,16,1,0,18,0,196,47,0,142,9,35,28,5,20,16,0,4,0,7,0,17786
Euston Square,0,0,5,30,29,0,0,0,0,65,10,2,3,153,8,189,50,10,1,8,4,0,0,1,0,11,16,34,7,0,99,13,0,3,0,4,0,0,11,0,5,0,0,0,1,0,0,0,16,0,0,0,39,40,46,24,20,0,1,0,0,1,0,78,34,0,0,0,0,4,1,6,0,0,0,0,0,1,0,0,29,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,3,8,2,18,4,0,4,0,5,1,2,52,0,21,1,0,43,0,0,1,131,0,0,125,0,17,0,27,0,0,11,0,1,0,16,6,2,0,0,0,0,178,93,2,0,9,0,0,0,0,1,35,0,0,0,5,0,0,2,5,0,2,0,0,0,3,0,0,0,18,0,102,0,1,124,0,13,0,0,1,1,2,1,0,13,1,0,0,0,0,2,0,0,18,0,2,2,8,0,5,0,378,2,25,10,7,0,0,5,46,0,4,0,4,0,0,166,78,0,0,1,6,7,0,29,32,0,44,11,0,1,90,0,0,0,3,0,0,1,7,1,12,1,0,2,1,4,2,1,0,21,1,70,1,0,175,94,0,7,0,0,1,58,18,1,3,0,0,1,0,0,6,9,0,1,9,6,1,0,1,0,8,1,0,0,0,0,7,0,1,0,1,53,0,24,0,0,26,2,0,0,25,1,0,2,0,1,40,0,0,1,0,0,2,0,3,2,34,0,42,25,54,3,0,2,0,7,5,0,2,71,0,0,1,0,0,15,0,27,0,0,0,0,87,9,0,0,29,4,0,4,4,1,1,1,0,4,4,38,88,10,0,0,1,0,0,108,8,70,1,0,0,3,11,0,15,0,0,12,22,0,0,5,0,0,8,0,51,15,0,47,4,11,9,2,7,7,0,1,0,0,0,4922
