station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Upminster,0,0,1,0,6,0,0,0,0,5,1,0,0,6,2,30,6,13,0,2,0,0,0,2,1,2,4,6,0,0,9,2,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,3,11,28,12,3,0,0,0,0,0,1,8,4,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,2,0,3,0,0,4,0,1,0,0,3,0,4,5,0,5,2,0,0,8,4,0,12,1,0,0,4,0,0,2,0,1,0,3,1,0,4,0,0,0,4,10,1,0,2,0,0,0,0,0,6,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,1,0,10,1,1,0,0,14,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,13,0,3,1,1,1,0,0,5,0,2,0,2,0,0,26,14,0,0,1,0,0,0,5,3,0,2,4,0,0,12,1,2,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,3,0,8,0,2,16,8,1,1,0,0,0,6,3,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,16,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,4,1,0,0,0,0,6,0,0,0,0,0,1,0,1,0,6,0,6,0,7,0,0,0,0,2,0,0,0,35,0,0,0,0,0,1,0,4,0,0,0,2,9,0,0,0,6,0,0,0,0,0,41,2,0,3,1,6,12,0,0,0,1,0,0,8,0,10,0,0,0,1,0,0,3,0,0,6,0,0,0,1,0,0,1,0,7,3,0,11,0,0,2,0,1,1,0,1,0,0,0,725
Upminster Bridge,0,0,0,0,6,0,0,0,0,5,0,0,0,7,0,34,6,16,0,2,0,0,0,3,0,3,5,7,0,0,10,3,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,12,33,14,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,2,0,3,0,0,5,0,0,0,0,4,0,0,9,0,6,0,0,0,9,5,0,14,0,0,0,4,0,0,2,0,0,0,3,0,0,4,0,0,0,4,12,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,11,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,5,0,0,0,0,0,0,29,15,0,0,0,0,0,0,6,4,0,3,4,0,0,14,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,10,0,2,18,8,0,0,0,0,0,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,6,0,7,0,8,0,0,0,0,2,0,0,0,38,0,0,0,0,0,0,0,5,0,0,0,2,10,0,0,0,6,0,0,0,0,74,0,2,0,4,0,7,14,0,0,0,0,0,0,9,0,12,0,0,0,0,2,0,3,0,0,7,0,0,0,1,0,0,0,0,8,3,0,13,0,0,2,0,0,0,0,0,0,0,0,779
Upney,0,0,2,0,13,0,0,0,0,10,0,0,1,12,3,66,12,278,0,3,0,0,0,21,3,5,10,13,0,0,16,5,0,1,0,5,0,0,5,0,7,0,0,0,1,0,0,0,2,0,0,0,6,24,72,38,7,0,0,0,0,0,2,16,0,0,0,0,0,1,0,2,0,0,0,2,0,0,2,1,5,0,0,0,0,0,0,0,8,20,0,0,1,0,0,0,1,3,0,5,1,1,27,0,2,0,0,6,0,8,2,0,11,0,0,1,15,8,0,26,2,3,0,8,0,0,3,0,1,0,5,2,0,7,0,0,0,7,20,0,0,3,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,24,0,0,20,2,2,0,0,3,0,1,0,0,3,0,0,0,0,2,0,0,0,4,0,0,0,2,0,1,0,27,1,6,2,2,2,0,1,9,0,5,0,5,0,0,58,29,0,0,1,1,0,0,11,6,0,4,11,1,0,28,1,4,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,5,0,18,0,3,30,14,0,2,0,0,0,13,5,0,8,0,0,0,0,0,2,2,0,0,2,2,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,7,0,0,0,7,1,0,0,0,0,11,0,0,0,0,0,2,0,0,0,12,0,12,4,16,0,0,1,0,6,2,0,0,102,0,0,0,0,0,3,0,8,0,0,1,3,17,7,0,0,13,0,0,1,0,4,3,0,0,15,2,12,23,0,0,0,1,0,0,15,0,21,0,0,0,0,3,0,5,0,0,23,5,0,0,1,0,0,2,0,14,4,0,27,1,3,3,0,2,0,0,1,0,0,0,1740
Upper Holloway,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,5,5,0,2,0,0,0,0,30,0,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0,0,0,373
Upton Park,0,0,4,0,53,0,1,0,0,32,7,2,2,37,9,237,43,142,2,7,0,0,0,7,7,19,43,44,0,0,50,17,2,3,0,28,1,0,14,0,51,0,0,0,2,2,0,0,8,0,0,0,20,90,316,240,26,0,1,0,0,0,5,53,25,0,0,1,0,3,0,7,0,0,5,5,0,1,4,2,18,0,0,0,0,0,0,0,6,11,0,0,3,0,0,0,2,7,2,15,4,3,236,0,4,1,2,19,0,26,2,0,35,0,0,1,47,26,1,89,4,9,0,24,0,0,9,0,4,0,13,5,1,22,0,0,1,22,62,2,0,8,0,0,0,0,2,27,6,0,3,4,0,0,2,4,0,2,0,1,1,2,4,0,2,13,0,82,3,0,66,6,7,0,0,3,1,1,1,0,9,0,0,0,0,6,2,0,6,11,0,0,2,5,0,3,0,88,2,19,6,7,6,0,3,29,0,22,0,19,0,0,217,100,0,0,3,3,6,0,37,18,0,13,57,2,0,101,3,11,0,2,0,0,3,6,0,72,0,1,2,1,3,1,1,0,13,1,64,1,11,94,40,0,6,0,0,1,40,16,1,137,0,0,1,0,0,6,6,0,1,6,5,1,0,2,12,7,0,0,0,0,0,3,0,0,0,0,20,0,30,0,0,19,1,0,0,22,5,0,1,0,1,32,1,0,1,0,3,6,0,3,2,39,0,38,11,55,2,0,2,0,26,7,0,2,650,0,0,1,0,0,7,0,28,0,0,4,9,54,11,1,0,48,3,0,4,4,5,3,12,0,0,4,34,71,17,0,0,5,0,0,46,4,68,0,0,0,3,9,1,13,0,0,235,13,0,0,4,0,0,4,0,45,12,0,116,3,8,8,1,7,4,0,5,0,2,0,5967
Uxbridge,0,0,11,15,15,0,7,1,0,17,5,2,1,33,7,89,18,9,1,10,2,0,0,1,0,7,9,20,7,0,39,7,4,2,0,3,0,0,9,0,4,0,0,0,0,0,0,0,5,0,0,0,14,28,57,19,10,0,3,0,0,2,4,28,16,1,0,0,0,8,3,5,0,0,3,4,0,1,0,2,11,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,6,19,6,17,6,3,4,0,5,12,0,17,0,13,1,0,20,0,0,0,30,19,0,40,4,13,0,14,0,0,11,0,1,0,14,0,2,0,0,0,0,17,45,4,0,16,0,0,0,0,1,42,0,0,0,6,0,0,3,31,0,4,0,0,0,0,0,0,2,14,0,42,2,54,38,6,5,0,0,0,3,3,2,0,7,28,0,0,0,3,2,0,0,8,0,0,4,9,0,3,0,54,7,15,7,4,5,0,4,19,0,3,0,4,0,0,73,42,0,0,1,3,4,0,15,15,0,12,7,0,4,37,3,0,0,5,0,0,1,11,3,10,3,0,5,2,17,7,4,0,13,1,27,3,6,69,38,10,8,0,0,2,27,12,4,2,0,0,5,0,0,7,6,0,3,6,8,10,0,1,10,14,4,0,0,0,0,3,0,14,0,17,12,0,16,0,0,21,2,0,0,18,1,0,4,0,7,30,0,0,0,0,0,2,0,4,2,19,0,24,13,24,4,0,5,0,4,4,0,3,56,0,0,5,3,0,10,0,14,0,0,3,7,35,7,1,0,15,2,0,7,3,2,0,1,0,3,0,26,50,10,0,0,1,0,0,32,4,37,4,0,0,4,32,0,15,0,0,9,20,3,0,5,0,0,5,0,27,16,0,26,5,12,11,2,5,6,0,1,0,2,0,2765
Vauxhall,0,0,14,69,67,0,4,0,0,71,18,4,4,167,68,530,77,18,1,35,10,0,0,2,22,36,35,141,12,0,328,63,5,4,0,9,3,0,190,0,11,0,0,0,1,3,0,0,20,0,0,0,66,128,203,55,61,0,2,0,0,1,17,173,139,0,0,1,0,12,1,93,0,0,88,47,0,1,9,11,88,0,0,1,0,0,0,0,2,3,0,0,2,0,0,0,6,20,6,89,11,8,8,0,16,1,3,74,0,134,1,0,205,0,0,1,185,78,1,158,9,29,0,41,0,0,46,0,2,0,92,12,5,96,0,0,0,78,590,5,0,27,0,0,0,0,1,124,17,0,8,10,0,0,4,9,0,4,0,2,2,5,9,0,3,75,0,138,7,1,263,26,17,0,0,1,3,4,2,0,70,1,0,0,0,48,4,0,0,33,0,3,6,15,0,9,0,261,4,130,17,35,31,0,10,169,0,7,0,8,0,0,372,306,0,0,2,11,10,0,95,106,0,56,25,4,1,187,12,41,0,5,0,0,2,18,3,30,1,2,5,3,6,3,2,0,62,2,115,3,129,610,147,8,29,0,0,3,265,1262,1,6,0,0,2,0,0,24,16,0,2,27,19,2,0,1,64,20,2,0,0,0,0,11,0,1,1,1,72,0,39,0,0,75,5,0,0,242,3,0,4,0,2,260,2,0,1,0,14,3,0,10,4,166,0,416,40,124,9,0,3,0,16,213,0,5,145,0,0,1,1,0,25,0,119,0,0,23,50,259,14,2,0,80,7,0,13,6,2,1,2,0,8,6,0,1267,17,0,0,2,0,0,215,14,377,2,0,0,6,20,4,72,0,1,24,39,1,0,21,1,0,14,0,368,42,0,107,7,23,25,0,11,14,0,3,0,4,0,16215
Victoria,0,0,22,127,122,0,6,1,0,137,32,6,7,382,53,1080,142,26,1,70,20,0,0,3,39,66,60,339,18,0,1022,102,8,7,0,15,5,0,112,0,17,0,0,0,1,5,0,0,36,0,0,0,134,223,325,84,131,0,3,0,0,1,32,399,422,1,0,1,0,20,2,55,0,0,45,33,0,2,13,10,250,0,0,1,0,0,0,0,3,5,0,0,3,0,0,0,10,30,10,203,19,13,12,0,28,2,5,153,0,217,1,0,694,0,0,2,429,155,1,286,14,51,0,69,0,0,92,0,3,0,241,19,9,231,0,0,1,163,3093,7,0,44,0,0,0,0,2,232,29,0,12,16,0,0,6,13,0,5,0,3,3,7,14,0,5,169,0,247,12,1,659,50,30,0,0,2,4,5,3,0,245,1,0,0,0,54,7,0,57,62,0,5,9,25,0,15,0,551,6,382,30,98,69,0,17,525,0,11,0,11,0,0,711,662,0,0,3,19,17,0,209,280,0,122,40,5,2,359,12,87,0,8,0,0,3,29,4,46,1,3,8,4,9,4,2,0,128,3,210,4,74,1976,286,12,56,0,0,4,930,759,2,9,0,0,3,0,0,43,27,0,3,55,34,2,0,2,165,31,3,1,0,0,0,21,0,1,1,2,164,0,60,0,0,140,10,0,0,1315,4,0,7,0,2,812,2,0,2,0,13,5,0,17,5,458,0,3332,76,256,15,0,4,0,28,76,0,7,224,0,0,2,2,0,45,0,325,0,0,19,44,700,22,2,0,153,13,0,23,10,3,2,3,0,12,9,910,0,25,0,0,3,0,0,539,26,1235,2,0,0,10,30,6,154,0,1,37,68,1,0,45,1,0,24,0,1766,74,0,186,11,38,39,8,16,24,0,4,0,6,0,37511
Walthamstow Central,0,9,15,132,130,0,5,1,0,112,28,15,17,157,33,772,142,0,0,26,10,0,0,10,31,47,141,146,942,0,192,57,6,17,0,33,6,0,49,0,37,0,0,0,0,6,0,0,53,0,28,0,83,185,371,155,85,26,5,0,0,0,23,177,86,0,0,0,18,12,3,24,0,0,17,18,64,4,16,9,63,0,0,2,0,0,0,0,10,17,0,45,0,0,0,0,14,26,7,54,14,14,33,0,16,3,7,78,0,88,4,0,119,0,0,0,204,114,0,298,17,51,32,203,0,0,34,0,0,0,48,20,5,87,0,0,0,95,222,8,0,34,0,67,23,0,0,100,26,0,11,20,0,0,10,22,0,6,0,4,4,9,17,0,7,48,55,402,12,2,235,23,55,34,0,0,4,5,3,0,33,2,0,0,0,22,7,0,0,46,0,0,8,32,0,12,0,381,10,69,24,24,25,0,14,104,0,0,0,0,0,0,708,331,0,51,0,14,48,0,122,70,0,57,88,7,0,332,11,49,0,11,0,0,0,23,0,66,2,5,7,5,15,7,4,0,52,7,214,4,36,360,168,10,23,0,0,5,140,55,3,0,0,0,6,0,0,21,25,0,5,24,17,4,18,0,46,30,5,0,0,0,0,14,0,2,1,4,82,0,638,0,0,72,6,0,0,76,0,11,6,0,4,116,0,0,2,0,11,0,0,11,14,130,214,130,49,180,8,0,8,0,45,23,33,9,498,0,0,3,2,0,39,0,94,0,0,13,33,192,415,3,0,129,11,0,13,28,0,0,12,0,26,17,120,245,0,0,0,0,0,0,196,17,230,5,0,0,13,47,5,47,0,2,0,83,2,0,15,0,0,18,0,154,45,0,221,15,44,31,5,45,17,244,0,0,7,0,17500
Walthamstow Queens Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,15,0,0,0,0,0,0,0,27,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,9,0,0,1002
Wandsworth Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,18,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,27,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,8,0,0,0,0,0,0,0,0,0,618
Wanstead,0,0,0,15,17,0,0,0,0,12,3,1,0,15,4,84,16,13,3,3,0,0,0,1,3,6,13,16,0,0,20,6,0,0,0,6,0,0,6,0,8,0,0,0,2,0,0,0,3,0,0,0,8,29,86,41,9,0,0,0,0,0,2,20,10,0,0,1,0,0,0,3,0,0,2,2,0,0,2,0,7,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,3,0,6,2,1,7,0,2,0,0,8,0,10,0,0,13,0,0,1,19,11,2,33,2,4,0,11,0,0,4,0,18,0,5,0,0,9,0,0,1,9,25,0,0,3,0,0,0,0,3,12,3,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,5,0,36,1,0,25,3,3,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,4,0,0,1,2,0,0,0,34,1,8,0,3,3,0,0,11,0,26,0,80,0,0,76,37,0,0,3,0,0,0,13,7,0,6,15,0,0,36,1,5,0,0,0,0,7,3,0,16,0,0,0,0,1,0,0,0,6,0,24,0,4,37,17,0,0,0,0,0,16,6,0,6,0,0,0,0,0,2,3,0,0,3,0,0,0,23,5,3,0,1,0,0,0,0,0,0,0,0,8,0,12,0,0,8,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,15,0,15,5,20,0,0,0,0,8,3,0,0,215,0,0,0,0,0,3,0,11,0,0,2,4,21,0,0,0,16,1,0,2,2,1,0,1,0,7,2,14,28,0,0,0,0,0,0,18,2,26,0,0,0,0,4,0,5,0,0,25,6,0,0,2,0,0,0,0,18,5,0,36,1,4,4,0,3,0,0,6,0,0,0,1992
Wanstead Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,0,0,17,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,8,0,80,0,0,764
